complete_name	location	legislation	network	year_established	core_area_ha	buffer_area_ha
Island Garden City Marine Protected Areas	null Island Garden City of Samal Davao Del Norte	City Ordinance No. 2010-160	null	2010	158	0
Barotac Mangrove Reserve & Aquatic Wildlife Sanctuary	null Barotac Nuevo Iloilo	Municipal Ordinance Mun Ord  001-1999	null	1999	160	0
Militar - Sto. Nino - Sugod -Tagulo Marine Protected Area	Militar Tukuran Zamboanga Del Sur   / Tagulo Tukuran Zamboanga Del Sur   / Sugod Tukuran Zamboanga Del Sur   / Santo Nino Tukuran Zamboanga Del Sur	Municipal Ordinance Municipal Ordinance No. 13--04-2004	null	2003	160	0
Maasin Fish Sanctuary	null Brooke's Point Palawan	Municipal Ordinance No. 04A, 2005	null	2005	163.439	0
Alfonso XIII-Tabon-Panitian Marine Protected Area	null null null	MO 1 s2012



Tagulango Reef- 150 ha

Carampuro Reef- 5.5 ha

Alfonso Reef- 9 ha

Tabon Cave Complex Marine Area - 184.70 ha	null	2012	164.5	664.5
Ilin Strait Mariculture Park/ Zone	Ambulong San Jose Occidental Mindoro	Municipal  Ordinance No. 744 S-2008	null	2008	165.03	0
Corregidor Fish Sanctuary	Corregidor Dapa Surigao Del Norte	NA	null	0	170	0
Mambuquiao Fish Sanctuary and Fishery Reserve	null Batan Aklan	Municipal Ordinance Mun Ord  2001-02	null	2001	170.5	0
Tabang Cove Marine Sanctuary	null Puerto Princesa City Palawan	Municipal Ordinance Ordinance No. 339: An Ordinance Declaring the Coastal and Marine Areas at the Tabang Cove Located at the Bgy. Sta. Cruz, Puerto Princesa City, as Marine Sanctuary.	null	2007	174.27	0
Idarag Creek to Red Rock	Poblacion (Lumangbayan) Sablayan Occidental Mindoro	General Ordinance 03-2008	null	2008	177.76	0
Balatasan Fish Sanctuary	Balatasan Bulalacao Oriental Mindoro	Resolution No. 99-10-219-A MPA Ordinance No. 99-10-021	Oriental Mindoro Marine Protected Area And Fishery Law Enforcement Network (Ommpafle Network)	1999	178.98	0
Pilar Municipal Marine Park	Lower Poblacion Pilar Cebu   / null Pilar Cebu	Municipal Ordinance No. 10, Series of 2005	null	2005	179.21	0
Kaniki-Katuldan Marine Sanctuary	null Culion Palawan	Municipal Ordinance MO# 9	null	2005	179.733	0
Las Piñas–Parañaque Critical Habitat and Ecotourism Area	null null null	President Proclamation 1412 s.2007	null	2007	181.63	0
Talisay Marine Fish Sanctuary	Talisay San Benito Surigao Del Norte	Ordinance 088 Series of 2010	null	2010	185.6972	0
Ngolos Marine Protected Area	Ngolos Guiuan Eastern Samar	NA	null	2016	187	0
Avila Marine Sanctuary	null null null	Municipal Ordinance 256-2014	null	2014	189.8	0
Laiya Aplaya Submarine Garden Marine Reserve	Laiya-Aplaya San Juan Batangas	MO 01-2010, amended Municipal Ordinance No. 07-2006 / RA 8550	null	2006	192	0
Torrijos Community Marine Reserve	Kay Duke Torrijos Marinduque	MO #83 S of 1998	null	1998	195	345
Sorsogon Bay	null null Sorsogon	NA	null	0	199	0
Masinloc Marine Protected Area Network	Bani Masinloc Zambales   / San Salvador Masinloc Zambales   / San Lorenzo Masinloc Zambales	Municipal Ordinance No. 92-08 - An Ordinance enacting the Coastal Resources Management Code of the Municipality of Masinloc	null	2008	199	0
Pandan, Matabao, and Panaytayon Marine Sanctuary	Matabao Tubigon Bohol   / Pandan Tubigon Bohol   / Panaytayon Tubigon Bohol	Municipal Ordinance Mun. Ord; Joint Resolution of PMP Management Council, Municipal Resolution 99-101-1999, Tubugon, CRM Code 2000-07-167	null	1999	200	0
Looc Bay Fishing Free Zone	null San Isidro Northern Samar	NA	null	0	200	0
San Juan Fishing Free Zone	null San Isidro Northern Samar	NA	null	0	200	0
Brgy. Ando, Libuton, Maypangdan , Tabusan, San Saturnino MS	null Borongan Eastern Samar	NA	null	0	200	0
Calauag Bay	null Calauag Quezon	Admin Order BFAR AO	null	0	200	0
San Vicente Fish Sanctuary and Artificial Reef	null Caramoan Camarines Sur	NA	null	0	200	0
Takot Patumbok Marine Protected Area	Poblacion (Payao) Payao Zamboanga Sibugay	NA	null	2004	200	24
Villa Milagrosa Fish Sanctuary	Villa Milagrosa Pres. Carlos P. Garcia Bohol	Municipal Ordinance Mun Ord  C-004-2006	null	1993	200	0
San Miguel Island Marine Fishery Reserve	null Tabaco Albay	Municipal Ordinance MO# 002-98, MR# 027-98	null	1998	203.2	0
Aberawan Community-Managed Mangrove & Marine Area	Aberawan El Nido (Bacuit) Palawan	2007 (for mangrove thru barangay resolution) and 2010 (for marine area thru barangay resolution)

Brgy. Resolution No. 32 Series of 2007,  P.D. No. 2152 (1981) declared the entire Palawan as Mangrove Swamp Forest Reserve	null	2007	203.91	0
Aramaywan Fish Santuary	null Narra Palawan	Municipal Ordinance No. 159, 2005	null	2005	204.631	114.069
Mangal Marine Protected Area	Don Pedro Mansalay Oriental Mindoro   / null Mansalay Oriental Mindoro	Municipal Ordinance No. 2014-85	Oriental Mindoro Marine Protected Area And Fishery Law Enforcement Network (Ommpafle Network)	2014	206	0
Batasan Marine Sanctuary	Batasan (Batasan Island) Tubigon Bohol	Brgy. Ord No. 01 series 1999;

Mun. Res. No. 97-99 Series 1999;

Mun. Ord.#: 2009-04-297	null	1999	209.93	0
Lumislis Fish Sanctuary	null Mabini Bohol	Combination PP# 2151 & PP# 225229, MO# 07-s-1989	null	1989	210	0
Islands of Catiil, Colangaman, Lomislis, Tangangdio, Tintiman and the Islet of Pamasuan	null null Bohol	Proclamation PP# 2151	null	0	210	0
Sagrada-Bogtong, Concepcion Marine Reserve	Sagrada Busuanga Palawan   / Concepcion Busuanga Palawan   / Bogtong Busuanga Palawan	Special Ordinance No. 3 Series of 2006	null	2006	214	357
Minantaw Marine Park and Sanctuary	null Lapu-Lapu City Cebu	Municipal Ordinance No. 117-2008;

Municipal Ordinance No. 091-08	null	2008	214.6	0
Tabuc Island Marine Park and Bird Sanctury	null Palompon Leyte	Municipal Ordinance Mun Ord  228-1995	null	1996	222	0
Brgy. Sagurong San Miguel Island Marine Fishery Reserve	null Tabaco Albay	Ordinance No. 008 -98	null	1998	225	0
Charles Islet Fish Sanctuary	null Santa Fe Romblon	NA	null	2007	225	0
Tinangisan Island (Ticlin Reef)	null Calatrava Negros Occidental	MO No. 12 s of 2010	Campalabo-San Isidro-Tinangisan Reef Complex MPA

EO No. 06 s of 2012	Creation of Municipal PAMB	null	2010	236.15	0
Maasin City Marine Reserve	Manhilo Maasin Southern Leyte   / Mahayahay Maasin Southern Leyte   / Badiang Maasin Southern Leyte   / Lib-Og Maasin Southern Leyte   / Mantahan Maasin Southern Leyte   / Pasay Maasin Southern Leyte   / Santo Rosario Maasin Southern Leyte	City Ordinance No. 2015-075	null	2015	236.28	0
Digisit-Puntian Marine Sanctuary	null Baler Aurora	Municipal Ordinance MO	null	2006	242.6	0
Sta. Elena Fish Sanctary	Basiad Santa Elena Camarines Norte	An Ordinance Establishing Fish Sanctuary at Brgy Basiad, Sta. Elena	null	2009	244	1
Bongasalay Natural Park	null Batuan Masbate	Presidential Proclamation No. 319	null	2000	244.721	0
Sinandigan Marine Sanctuary	Sinandigan Ubay Bohol	Brgy. No. 2005-229;

Municipal Ordinance No. 06-A;

Municipal Ordinance No. 07 series of 2006	null	2004	245.38	0
Talabong Mangrove Forest	null Bais City Negros Oriental	Municipal Ordinance MOA between BFD and Bais LGU	null	1986	250	0
Buntod Reef Marine Sanctuary	null Masbate Masbate	City Ordinance # 21-2002	null	2002	250	1
Manyukos Island Marine Sanctuary	null Puerto Princesa City Palawan	Municipal Ordinance Ordinance No. 246: Ordinance Establishing Manyukos Island as a Marine Sanctuary in Bgy. Buenavista, Puerto Princesa City.	null	2003	254.17	0
Chicken Island Marine Sanctuary	null Puerto Princesa City Palawan	Municipal Ordinance City Ordinance No. 340: An Ordinance Declaring the Coastal and Marine Areas at the Chicken Island, Located at Barangay Bacungan, Puerto Princesa City, as Marine Sanctuary.	null	2007	259	0
Hermana Menor Marine sanctuary	null Santa Cruz Zambales	Municipal Ordinance Municipal Ordinance No. 03-21	null	2003	265.9	134.1
Dibut Bay Marine Protected Area	Dibut San Luis Aurora	Kautusang Bayan Blg. 003-99	null	1999	270	0
Sitio Mangihay, Bobon, Dahican Fish Sanctuary	null Mati Davao Oriental	Municipal Ordinance MO# 11	null	0	279.5	0
Manlag Community-Managed Mangrove Forest	Manlag El Nido (Bacuit) Palawan	Proclamation No. 2152, s.1981	null	1981	289.97	0
San Pedro Bay	null Tacloban City Leyte	NA	null	0	295	0
Baliangao Protected Landscape and Seascape	null Baliangao Misamis Occidental	NIPAS Act of 1992

 Proclamation No. 418 (2000)	null	1992	295	0
San Pedro, Sta. Ana, Taopoli Mangrove Preservation	null Panganiban Catanduanes	NA	null	0	300	0
Balatasan Cove Tourist Zone & Marine Reserve	null Bulalacao Oriental Mindoro	Proclamation PP# 1801	Oriental Mindoro Marine Protected Area And Fishery Law Enforcement Network (Ommpafle Network)	1978	300	0
Matara Reef Marine Protected Area	null null Cagayan	Municipal Ordinance Ordinance No.9-1999	null	2007	300	0
Moring Reef Brgy. Punta Sulong Marine Sanctuary	null Manapla Negros Occidental	Municipal Ordinance MO# 4	null	0	300	0
Sibaltan Community Managed Marine Area / Mangrove Area	Sibaltan El Nido (Bacuit) Palawan	Municipal Ordinance No.005 series of 2009, An Ordinance Declaring the Community - Managed Marine Area at Barangay Sibaltan, El Nido, Palawan	null	2009	300.64	0
Tumalintinan Point MPA	null San Lorenzo Guimaras	Municipal Ordinance 2015-03	null	1999	303.49	0
Sabang Fish Sanctuary	null Del Gallego Camarines Sur	NA	null	1997	312	0
Villa Paz Community-Managed Marine Area	Villa Paz El Nido (Bacuit) Palawan	MO 2009-06	null	2009	313.74	0
Toyo Reef Fish Sanctuary	null Nueva Valencia Guimaras	Municipal Ordinance No. 03, 1994

Municipal Ordinance Mun. Ord. 4-1998	null	1994	314	0
San Jose Marine Protected Area	null null Cagayan	Ordinance #09 Series of 1999	null	1999	318.14	0
Pinagbayanan Mangrove Protected Area	Pinagbayanan San Juan Batangas	Municipal Ordinance / RA 8550	null	2006	323	0
Bahurang Malapad (Lubang) Fishery Reserve	Tilik Lubang Occidental Mindoro	Joint Municipal Ordinance No 1. Series of 2010	null	2010	325.388349	0
Perez Fish Sancturary	null Perez Quezon	Admin Order BFAR FAO #181	null	1991	330	0
Pinagsakayan Fish Sanctuary	null Calauag Quezon	Admin Order BFAR FAO #177	null	1991	330	0
Mabini Community-Managed Marine Area	Mabini El Nido (Bacuit) Palawan	MO 2009-03	null	2009	338.73	0
Bantayan Integrated Marine Park and Sanctuary	null Bantayan Cebu	NA	null	0	345	0
Caohagan Island Fish Sanctuary	null Pambujan Northern Samar	Municipal Ordinance Mun. Ord. (specific number not obtained)	null	2002	345	0
Butag Bay Fish Sanctuary and Marine Reserve	null Bulan Sorsogon	MPA Mun. Ord. and or MPA Brgy. Res.( MO No 99-004)	null	1999	350	1
Pulong Agta Fish Sanctuary	null Polillo Quezon	Municipal Ordinance MR# 16 & MO# 01	null	0	350	0
Nusa and Bonbon Island Marine Sanctuary	null Cagayancillo Palawan	Municipal Ordinance Municuipal Ordiance 01-2009. An ordinance establishing marine sanctuaries in the municipality of Cagayancillo and regulating use of activities within the marine sanctuaries/reserves	null	2004	351.34	0
Tucamaror Tridacna and Coral Reef Sanctuary	null Parang Maguindanao	NA	null	0	360.4	0
Pamanculan Fish Sanctuary	null Sibunag Guimaras	Municipal Ordinance 52-2014	null	2014	362.73	0
Tangalan Fish Sanctuary and Fishery Reserve	null Tangalan Aklan	Municipal Ordinance Mun Ord  2003-087	null	2003	375	0
Panglao Island Protected Seascape	null Panglao Bohol	Proclamation 426, s.2003	null	2003	385.67	0
San Antonio Bay Marine Protected Area	null null null	Municipal Ordinance 01-2018	null	2018	391.79	0
Puntod Sebaste Shoal Marine Protected Area	null Sebaste Antique	Municipal Ordinance Mun Ord  4-2000	null	1998	393.875	0
San Juan - Macatel MPA	San Juan Santa Praxedes Cagayan   / Macatel Santa Praxedes Cagayan	Ordinance No. 14 s.1999	null	1999	402.1	0
Municipal Fish Sanctuary and Reserve	null Tiwi Albay	NA	null	2002	404	0
Lasang-Bunawan MPA	Bunawan Davao City Davao Del Sur	-	null	2007	415	0
Paracale Fish Sanctuary and Marine Reserve	Bagumbayan Paracale Camarines Norte	NA	null	2001	420	0
Alibijaban Island Wilderness Area	null San Andres Quezon	Presidential Proclamation  2151

(unproclaimed initial component)	null	0	430	0
Hinatuan Bay Marine Protected Area	null Hinatuan Surigao Del Sur	NA	null	1999	440.41	0
Tapel Marine Protected Area	null null Cagayan	Ordinance No. 1, Series of 2010	null	2010	444.27	0
Malinao Fish Sanctuary	Baybay Malinao Albay	NA	null	2004	450	1
Igat Island, Tulapok, Tiguian, Digon Municipal Fish Sanctuary (included in Dumanquillas Bay)	Igat Island Margosatubig Zamboanga Del Sur   / Tulapoc Margosatubig Zamboanga Del Sur   / Tiguian Margosatubig Zamboanga Del Sur   / Digon Margosatubig Zamboanga Del Sur	Proclamation PP# 158	null	0	500	0
Abucay Fish Sanctuary	null Abucay Bataan	Municipal Ordinance MO# 16	null	0	500	0
Macaca Reef Marine Protected Area	null Buenavista Quezon	Municipal Ordinance Municipal Ordinace No. 1 s1997.	null	1997	500	0
Brgy. Cansangaya and Brgy. Rawis Fish Sanctuary and Artificial Reef (prop)	null null Eastern Samar	NA	null	0	500	0
Bahurang Bulacan Fishery Reserve	null Looc Occidental Mindoro	NA	null	2010	500.0027158	0
Balisungan Marine Protected Area	Tagumpay Coron Palawan	Mun Ordinance 7-B Series 2007	null	2006	542.28	0
Quinlogan and Calumpang Marine Protected Area	null null null	MO 1, s2012



** Katorse Reef -425.80 ha

Calumpang - 150.06 ha	null	2012	575.86	5383.64
Quinlogan and Calumpang Marine Protected Area	null null null	MO 1, s2012



** Katorse Reef -425.80 ha

Calumpang - 150.06 ha	null	2012	575.86	5383.64
Quinlogan and Calumpang Marine Protected Area	null null null	MO 1, s2012



** Katorse Reef -425.80 ha

Calumpang - 150.06 ha	null	2012	575.86	0
Quinlogan and Calumpang Marine Protected Area	null null null	MO 1, s2012



** Katorse Reef -425.80 ha

Calumpang - 150.06 ha	null	2012	575.86	0
Panagatan Island Marine Turtle Sanctuary	null Caluya Antique	NA	null	1975	600	0
Kumanabang Marine Protected Area	Poblacion Calayan Cagayan   / Dadao Calayan Cagayan	Municipal Ordinance No. 89-2011	null	2011	628.4	0
San Isidro Fish Sanctuary	null Sulat Eastern Samar	NA	null	0	647.5	0
New Ibajay Community-Managed Marine and Mangrove Area	null El Nido (Bacuit) Palawan	MO 2009-04	null	2009	661.1	0
Malumawan Fish Sanctuary	null Magallanes Sorsogon	Admin Order BFAR AO	null	0	684	0
Apo Island Protected Landscape and Seascape	null null Negros Oriental	Proclamation 438, s.1994	null	1994	691.4	0
Apo Island Marine Reserve	null Dauin Negros Oriental	Combination Pres. Proc. No. 438, S-1994 pursuant to R.A. 7586 (NIPAS Act of 1992); MO No. 01, S-1986; MO NO. 14, S-1986; MO No. 14 S-1998	null	1982	691.45	0
Bahurang Malapad (Looc) Fishery Reserve	Balikyas Looc Occidental Mindoro	Joint Municipal Ordinance No 1. Series of 2010	null	2010	724.605937	0
Maglipay Fish Sanctuary	null Sulat Eastern Samar	NA	null	0	777	0
Pananggalon Marine Sanctuary	Poblacion (Malapatan) Malapatan Sarangani	An Ordinance Establishing a Marine Sanctuary along the Coast of Pananggalon, Barangay Poblacion, Municipal Waters of Malapatan, Province of Sarangani	null	2006	800.17	0
Sulangan Marine Protected Area	Sulangan Guiuan Eastern Samar	NA	null	2016	831.8	0
Campalabo-San Isidro-Tinangisan Marine Protected  Area	null Calatrava Negros Occidental	MO No. 12 s of 2010	Campalabo-San Isidro-Tinangisan Reef Complex MPA

EO No. 06 s of 2012	Creation of Municipal PAMB	null	2010	847	0
Jolo (Kapaetan Reef)	null Roxas Palawan	Municipal Ordinance MO# 69-s-2003

MO 435-2013	null	2003	851.18	0
Bangaan Island Marine Sanctuary	null Tungawan Zamboanga Sibugay	AN ORDINANCE ESTABLISHING THE BANGAAN ISLAND MARINE SANCTUARY WITHIN THE MUNICIPAL WATERS OF BARANGAYS TIGBUCAY AND LINGUISAN, PROVIDING FOR THE MANAGEMENT, CONSERVATION, DEVELOPMENT AND PROTECTION THEREOF, APPROPRIATING FUNDS THEREFORE AND FOR OTHER PURPOSES.

Municipal Ordinance #30 Series of 2004	null	2004	880	0
Panay Fishery Marine Reserve	null Panay Capiz	Municipal Ordinance Mun Ord  02-2003	null	2003	900	0
Taggat Norte Marine Protected Area	Taggat Norte Claveria Cagayan	Ordinance #4 Series of 2011	null	2011	903.08	0
Hirapsan-Palihon Marine Fish Sanctuary	null Mondragon Northern Samar	Municipal Ordinance Mun. Ord. (specific number not obtained)	null	2003	907	0
Tinitian (Kamaleguen Reef)	null Roxas Palawan	Mun. Ord. 435 s.2013	null	2013	935	0
Selinog Island Protected Landscape and Seascape	null null Zamboanga Del Norte	Proclamation 276, s.2000

ENIPAS Bill 2018	null	2000	960.265	1294.35
San Miguel MPA	null Roxas Palawan	Mun. Ord. 435 s.2013



same with Brgy. Malcampo MPA?	null	2013	992	0
Sibutad	null Sibutad Zamboanga Del Norte	NA	null	0	1000	0
Cansaga Bay	null Consolacion Cebu	Municipal Ordinance MO	null	0	1000	0
Bahurang 8 Fishery Reserve	Ambil Looc Occidental Mindoro	Joint Municipal Ordinance No 1. Series of 2010	null	2010	1000	0
Butong-Pandan Fishery Reserve	Bulacan Looc Occidental Mindoro	Joint Municipal Ordinance No 1. Series of 2010	null	2010	1019.016868	0
Olango Island Wildlife Sanctuary	null Cordoba Cebu	Proclamation No. 1801 s. 1978

Proclamation No. 1903 s. 1992	null	1978	1030	0
Magsidel-Centro Marine Protected Area	Centro II Calayan Cagayan   / Magsidel Calayan Cagayan	Municipal Ordinance No. 89, Series of 2011	null	2011	1049.49	0
Cabra Island Fishery Reserve	null Lubang Occidental Mindoro	NA	null	2010	1095.808335	0
Taklong Island National Marine Reserve (TINMAR)	null Nueva Valencia Guimaras	Republic Act Under NIPAS (RA 7586); 

Proclamation No. 525 s.1990	null	1990	1143.45	0
Lubang and Looc No Take Zone	null Looc Occidental Mindoro   / null Lubang Occidental Mindoro	Joint Ordinance   No.1 Series of 2010	null	2010	1149.52	0
Alburquerque-Loay-Loboc Protected Landscape and Seascape	null Albuquerque Bohol   / null Loboc Bohol   / null Loay Bohol	Proclamation Pre. Proc. No. 293; DENR Administrative Order No. 93-02	null	2000	1164.16	0
Aliguay Island Protected Landscape and Seascape	null Dapitan City Zamboanga Del Norte	Proclamation 106, s.1999	null	1999	1187.51	1191.89
Paril-Sangay Marine Sanctuaries	null Kalamansig Sultan Kudarat	Municipal Ordinance MO# 2005-04	null	2003	1200	0
Initao Protected Landscape and Seascape	null Libertad Misamis Oriental   / null Initao Misamis Oriental	PP 260 s.2002	null	1994	1300.78	800.45
Bahurang 7 Fishery Reserve	Ambil Looc Occidental Mindoro	Joint Municipal Ordinance No 1. Series of 2010	null	2010	1320.551753	0
Escalante Bay Marine Sanctuary	null Escalante Negros Occidental	City Ordinance No. 156	null	2003	1323.543	0
Bahurang Vigo Fishery Reserve	null Lubang Occidental Mindoro	Joint Municipal Ordinance No 1. Series of 2010	null	2010	1349.998742	0
Talisay Marine Reserve Area/ Marine Fishery Reserve	San Jose Talisay Camarines Norte   / Del Carmen Talisay Camarines Norte	An Ordinance Establishing the Marine Fishery Reserve in the Municipality of Talisay, Camarines Norte	null	2000	1416.68	1
Camotes Island Protected Landscape and Seascape	null null null	ENIPAS Bill 2018	null	2018	1436.98	0
Bacolod City Marine Protected Areas	null Bacolod City Negros Occidental	NA	null	0	1500	0
Tabango Bay Fish Sanctuary	null Tabango Leyte	Resolution SBR# 046-96	null	0	1500	0
Marine Fishery Reserve( Calalay Island)	Dahican Jose Panganiban Camarines Norte	Municipal Ord. # 035-2005	null	2005	1566	1
Agfa Point Coastal Resource Mgt.	null Tangalan Aklan	Municipal Ordinance MO# 93-76, Sec. 1	null	0	1660	0
